name,rating,rating_count,cost,cuisine,city
Subhub,4.2,20,250,"Salads,American",Delhi
Wow! Momo,4.0,100,300,"Tibetan,Healthy Food",Delhi
49 Rolls,4.1,50,200,"Chinese,Snacks",Delhi
Angithi Indian,4.0,100,300,"North Indian,Chinese",Delhi
Club Factories,3.6,50,250,"Italian,Pizzas",Delhi
#Waffles,3.0,20,200,Desserts,Delhi
Break n rolls,3.9,100,200,"Fast Food,Chinese",Delhi
Veg Potli,4.0,50,150,"North Indian,Snacks",Delhi
Glocal Bhoj,3.8,50,150,"Thalis,Combo",Delhi
THE KATHI ROLLS HOUSE,4.2,50,200,"Snacks,Indian",Delhi
Pizzasia,3.9,500,250,"Pizzas,Italian",Delhi
Giani's,4.2,50,150,"Beverages,Ice Cream",Delhi
NICE WITH CHINESE,3.2,20,300,"Chinese,North Indian",Delhi
The Meal Factory,3.4,50,150,"North Indian,Chinese",Delhi
Bikkgane Biryani,3.9,1000,400,"Biryani,Mughlai",Delhi
Hashtag Waffles Express delivery,3.2,50,200,Bakery,Delhi
Vaishno Raju Dhaba,3.6,20,200,"North Indian,Chinese",Delhi
Rolls 96,2.8,50,150,Snacks,Delhi
Hari Chaat Corner,3.3,20,200,"Chaat,North Indian",Delhi
Manoj Naan Wala,3.0,50,250,North Indian,Delhi
Dial A Cake,4.2,20,300,"Desserts,Bakery",Delhi
Southy,3.5,100,200,"South Indian,Snacks",Delhi
Wat A Biryani,2.9,20,200,"Biryani,Beverages",Delhi
Haristo Pizzeria,4.1,100,300,"Pizzas,Italian",Delhi
Mr Baker's The Cake Shop,3.8,100,250,"Bakery,Desserts",Delhi
Sameer's Restaurant,3.7,50,300,"Indian,Tandoor",Delhi
The Urban Dhaba,3.9,20,150,Indian,Delhi
Sri's Kitchen,4.3,20,300,"Indian,North Indian",Delhi
Aashirwad,4.1,50,400,"Indian,Chinese",Delhi
TROHO - Royal Spice Street,2.7,20,200,"North Indian,Thalis",Delhi
Pizza Vizza,4.0,100,250,"Pizzas,Italian",Delhi
Sonu Shudh Bhojanalya,3.7,20,250,North Indian,Delhi
The Delhi Munchery,4.3,100,300,"Mughlai,North Indian",Delhi
What The Food,3.7,20,200,"North Indian,Chinese",Delhi
Sagar Ratna,4.2,100,600,"South Indian,North Indian",Delhi
Big Smokin Burgers,4.4,20,300,"American,Burgers",Delhi
Breakfast pottli,3.8,20,250,"North Indian,Chinese",Delhi
Street Food Karvaan,5.0,20,300,"Snacks,Chinese",Delhi
Nazeer Chicken.Com,3.0,20,300,"North Indian,Chinese",Delhi
Mehfil Biryani by Zakir Khan,3.3,20,350,"Biryani,Mughlai",Delhi
Kerala kitchen,3.1,50,400,"Biryani,Tandoor",Delhi
BENGAL BIRYANI PALACE,3.2,20,300,"Biryani,Bengali",Delhi
Chinese Hawker,4.1,500,300,"Asian,Chinese",Delhi
Vegetarian Bawarchi,3.9,100,150,"North Indian,Indian",Delhi
Roll Hub,4.2,100,200,"Fast Food,Indian",Delhi
Desi Paratha,4.0,20,200,Indian,Delhi
Mitraa Di Chaap,4.0,100,250,North Indian,Delhi
Domino's Pizza,4.2,100,400,Pizzas,Delhi
Burger King,4.3,500,350,American,Delhi
Bobby Tikki Wala,4.0,50,250,"Chaat,Snacks",Delhi
Mayur Restaurant,3.7,20,250,North Indian,Delhi
Burger Singh (Big Punjabi Burgers),4.2,500,300,"Snacks,Fast Food",Delhi
Haldiram's,4.2,500,400,"Sweets,Snacks",Delhi
Asian Soi,4.2,100,600,"Chinese,Pan Asian",Delhi
GIANI,4.4,50,300,"Ice Cream,Beverages",Delhi
The Good Bowl,4.1,20,400,"North Indian,Punjabi",Delhi
Bewafa Biryani Wala,3.2,20,200,"Chinese,North Indian",Delhi
Bhojan Thali Restaurant,4.1,20,250,"North Indian,Indian",Delhi
Udupidarshini Veg Restaurant,4.2,100,200,"South Indian,North Indian",Delhi
New Madras Cafe,3.3,20,200,South Indian,Delhi
Biryani Badshah,3.9,100,350,"Biryani,Hyderabadi",Delhi
Wah ji Wah,2.7,50,150,"North Indian,Chinese",Delhi
Om Sai South Indian dosa,3.8,100,150,"South Indian,Indian",Delhi
Mughal Masters,4.0,20,350,"Biryani,North Indian",Delhi
LunchBox - Meals and Thalis,4.0,100,200,"North Indian,Punjabi",Delhi
Burger House,4.1,20,300,Indian,Delhi
Oriental Mom,4.3,100,600,"Asian,Chinese",Delhi
Murthal No.1 Parantha,3.9,500,300,"North Indian,Street Food",Delhi
The Kaanch Restro Bar,4.8,20,600,"Indian,Chinese",Delhi
JEET PUNJABI DHABA,3.7,20,300,Indian,Delhi
Veer ji Malai Chaap wale,3.5,50,350,"Snacks,Fast Food",Delhi
La Pino'z Pizza,3.8,100,300,"Pizzas,Fast Food",Delhi
Amazing Cake 24*7.com,3.2,20,200,Bakery,Delhi
Biryani By Kilo,4.1,500,700,"Biryani,Mughlai",Delhi
THE BURGER COMPANY,4.2,50,500,"Fast Food,Beverages",Delhi
PARTHA STREET,2.9,20,300,"North Indian,Fast Food",Delhi
The Burger Club,4.1,1000,250,"American,Beverages",Delhi
MAGGI ADDA,4.0,50,149,"Fast Food,Indian",Delhi
kabilaa ( The taste of village),4.0,20,200,North Indian,Delhi
Tesoro Mio,3.4,50,600,"Chinese,Continental",Delhi
Rolls Mania,4.4,20,200,"North Indian,Beverages",Delhi
Ruby Dhaba (since 1988),3.2,20,250,Indian,Delhi
Farina By Anardana,4.0,100,400,"Pizzas,Pastas",Delhi
DS DOSA FACTORY,3.7,50,250,"South Indian,North Indian",Delhi
Bakingo,4.2,1000,300,"Bakery,Desserts",Delhi
Al kadeer Chicken corner,3.8,100,250,Mughlai,Delhi
Mehta Food Junction,4.1,100,300,North Indian,Delhi
CHAMPARAN MEAT HOUSE,3.7,100,300,Indian,Delhi
BATRA'S TANDOORI NIGHT,3.6,20,800,North Indian,Delhi
IMLY,4.0,20,300,"South Indian,North Indian",Delhi
Large Pot,3.8,20,150,"North Indian,Snacks",Delhi
Roms Pizza,3.9,20,300,"Pizzas,Beverages",Delhi
Dhading KTM,3.7,100,300,Chinese,Delhi
King Shawarma,3.2,20,250,"Arabian,Chinese",Delhi
Alkakori Alkauser,3.5,20,400,Mughlai,Delhi
Namaste Foodcy (Mayur Vihar),3.9,500,150,"Chinese,Tandoor",Delhi
Shree Rathnam,4.2,100,600,"South Indian,North Indian",Delhi
Kaleva,4.2,100,300,"Chinese,Desserts",Delhi
QD's Restaurant,4.2,500,500,"Indian,Chinese",Delhi
Kabab King,4.1,100,250,"North Indian,Tandoor",Delhi
Chownese,4.1,20,300,Chinese,Delhi
Shawarma Wala,3.2,50,150,Snacks,Delhi
New Raj Dairy,4.4,100,150,North Indian,Delhi
High On Food,4.1,20,200,"Continental,Beverages",Delhi
Insta Pizza,3.8,100,400,"Pizzas,Italian",Delhi
CAKE'S PORT,3.2,50,100,"Bakery,Desserts",Delhi
McDonald's,4.2,1000,400,American,Delhi
Aashirwad Restaurant,3.5,20,400,North Indian,Delhi
Grameen Kulfi,4.1,50,120,"Ice Cream,Desserts",Delhi
Hira Sweets,4.1,1000,350,"North Indian,South Indian",Delhi
Bharat Chicken Inn,4.0,50,400,"North Indian,Chinese",Delhi
Om Eating Point,3.2,20,170,Indian,Delhi
Chaman Dhaba,4.0,20,300,North Indian,Delhi
Thakur Ji Homely Kitchen,4.0,100,200,"Indian,North Indian",Delhi
Giani's,3.8,50,280,"Beverages,Desserts",Delhi
Mummy's Kulfi,4.3,50,100,"Desserts,Ice Cream",Delhi
Karim's,3.6,50,499,Indian,Delhi
KFC,4.0,100,400,"American,Snacks",Delhi
Shri Ganesh Corner (Laxmi nagar),4.2,100,100,Snacks,Delhi
Parantha On Call,4.2,20,300,North Indian,Delhi
Bikaneri Sweets Corner,3.7,50,150,"Sweets,Desserts",Delhi
Pure Veg Meals by Lunchbox,3.2,20,200,"North Indian,Desserts",Delhi
Hot N Cool,4.1,20,200,"Fast Food,Italian",Delhi
Mad Over Donuts,4.1,100,200,"Desserts,Sweets",Delhi
Bercos - If you love chinese,3.9,100,600,"Chinese,Thai",Delhi
Fingerlicious(Vikas Marg),4.0,500,250,"Desserts,Bakery",Delhi
Punjabi Tadka,3.4,1000,250,"North Indian,Chinese",Delhi
HAMZA BIRYANI CORNER,2.7,20,200,"Biryani,North Indian",Delhi
SS Tikka Junction,3.7,100,500,"North Indian,Mughlai",Delhi
The Cake Warehouse,3.6,20,300,Bakery,Delhi
Taco Bell,4.0,500,300,Mexican,Delhi
Samosa Hub,4.1,100,60,"Fast Food,Snacks",Delhi
Kitchen 24,3.6,50,500,"North Indian,Chinese",Delhi
Feed Me More,4.2,50,300,"North Indian,Chinese",Delhi
SuMantram By Jain's,3.7,100,250,"North Indian,South Indian",Delhi
Indian Taste,3.8,20,149,"Indian,Chinese",Delhi
French-The Oven cake story,3.4,20,100,Bakery,Delhi
SHAKE SAHAB,4.2,20,200,"Beverages,Desserts",Delhi
NEW MOTHER SWEETS,4.4,100,200,Sweets,Delhi
MADRAS CAFE,3.4,20,200,"South Indian,Chinese",Delhi
Burger King,4.1,1000,350,American,Delhi
Shyam ji Snacks,3.4,20,20,"North Indian,Snacks",Delhi
The Yellow Bowl,4.0,100,300,"Chinese,Fast Food",Delhi
Prince Cafe,3.2,50,200,"Fast Food,South Indian",Delhi
Sushiya,4.2,100,1200,"Japanese,Sushi",Delhi
Nutrivoltz,3.8,20,500,"Healthy Food,Mexican",Delhi
Anardana Kitchen,4.2,100,400,"North Indian,Indian",Delhi
QWICK GRAB KATHI ROLLS and MORE,4.2,100,300,Fast Food,Delhi
The Yellow Bowl ( Geeta Colony ),4.0,100,300,"Chinese,Fast Food",Delhi
Central Perk Bakery,4.4,20,250,"Bakery,Desserts",Delhi
Baskin Robbins,4.3,20,250,"Desserts,Ice Cream",Delhi
Ammas kitchen,2.0,20,180,"South Indian,North Indian",Delhi
Dum Biryani By Kilos,4.4,20,150,Biryani,Delhi
Rajshree Restaurant,4.1,20,300,Indian,Delhi
Fat Wrap Fat Roll,4.3,20,400,"Snacks,Beverages",Delhi
BENGALI ANNU MEET HOUSE,4.3,20,200,"Indian,Chinese",Delhi
Behrouz Biryani - Royal & Safe,4.7,1000,500,"Biryani,Mughlai",Delhi
BTW,3.7,20,250,"South Indian,Beverages",Delhi
Kutty's South Indian Cafe,4.0,100,300,South Indian,Delhi
Wicked Waffles,4.1,50,200,"Desserts,Beverages",Delhi
piu pizza hut,3.4,20,200,"Italian,Pizzas",Delhi
Chinese potli,2.9,20,80,Indian,Delhi
ICF INDIAN CHAAT FACTORY,3.4,20,150,Indian,Delhi
Som Dhaba,3.3,50,200,"North Indian,Desserts",Delhi
Urban Vada Pav,4.0,100,150,Snacks,Delhi
Chaayos Chai+Snacks=Relax,4.3,500,250,"Bakery,Beverages",Delhi
Chawla Refreshment,3.5,20,150,"Beverages,Ice Cream",Delhi
rizwan biryani,3.8,20,299,Biryani,Delhi
JAIN DHABA,4.1,100,200,"Tandoor,Indian",Delhi
Breakfast Hut,3.8,100,150,"North Indian,Snacks",Delhi
The Chinese Company (Pure Veg),3.0,20,200,"Chinese,Desserts",Delhi
Unmarried Kitchen - Value Meals and Combos,3.8,50,300,"North Indian,Punjabi",Delhi
KUREMAL'S KULFI,3.7,20,150,"Desserts,Ice Cream",Delhi
MoonMoon - Juicy Crustwiches,4.1,100,300,"American,Snacks",Delhi
SPICES OF SOUTH,3.0,50,150,"Fast Food,South Indian",Delhi
Faasos - Wraps & Rolls,4.0,500,200,"Fast Food,Snacks",Delhi
Theobroma,4.4,1000,800,"Desserts,Bakery",Delhi
Nazeer Foods,3.7,100,400,"North Indian,Biryani",Delhi
BEING HUNGRY,4.5,20,300,"North Indian,Chinese",Delhi
Raja Chat Corner,4.2,100,100,Fast Food,Delhi
Dhaba King,2.9,50,150,"Tandoor,Chinese",Delhi
Chinese Maniya,3.0,50,150,"Chinese,Tandoor",Delhi
Onlinecake.in,4.4,20,500,Bakery,Delhi
Bikaner sweets,3.0,20,430,"Desserts,Fast Food",Delhi
Khanna's Tandoori Junction,3.5,100,300,"North Indian,Chinese",Delhi
AGGARWAL SWEETS,3.2,20,200,"Snacks,Sweets",Delhi
Joshi eating house,3.7,20,200,"Indian,Beverages",Delhi
Tandoori Tadka,3.1,50,250,"North Indian,Chinese",Delhi
Vijay Hot Dog,4.4,50,200,American,Delhi
Domino's Pizza,4.4,100,400,Pizzas,Delhi
Street Food Karvaan,4.9,20,300,"Street Food,Fast Food",Delhi
Pizza Hut,3.4,100,350,Pizzas,Delhi
The Paratha Express,3.9,20,200,Indian,Delhi
Sialkot Vegetarian(Pyare Lal),4.1,100,250,North Indian,Delhi
Nirula's,4.3,100,250,"Pizzas,Pastas",Delhi
Inchi,4.2,50,300,"Indian,Chinese",Delhi
CHAWLA'S JUNCTION,4.1,20,300,"Indian,Beverages",Delhi
Five Star Chicken,3.5,20,300,American,Delhi
Ghee and Turmeric,4.0,100,250,"North Indian,Tandoor",Delhi
Miso - The Asian Kitchen,4.3,20,600,"Asian,Japanese",Delhi
Gupta Chat Corner,3.8,50,200,"Fast Food,North Indian",Delhi
Bikanervala,4.1,1000,300,"North Indian,Snacks",Delhi
The Cage Cafe,4.1,100,350,"Mughlai,North Indian",Delhi
Wow! Momo,3.9,100,300,"Tibetan,Healthy Food",Delhi
The Taste Of Home,3.6,100,250,"North Indian,Beverages",Delhi
Little Sumo By Anardana,4.0,100,400,"Pan Asian,Thai",Delhi
Wat-A-Burger! - India ka Burger,3.7,100,250,Snacks,Delhi
The Belgian Waffle Co.,4.1,100,200,"Desserts,Beverages",Delhi
LunchBox - Meals and Thalis,4.1,500,200,"North Indian,Punjabi",Delhi
Firangi Bake,4.2,50,400,"Italian,Mexican",Delhi
Punjabi parantha (pure veg),4.1,50,99,"Fast Food,North Indian",Delhi
BurGrub,3.9,100,350,"American,Fast Food",Delhi
Tsar A Casual Diner,3.9,20,199,"North Indian,Chinese",Delhi
Tikka Fatory,4.3,50,300,"Chinese,Snacks",Delhi
Red Chilli Chinese,4.0,100,200,Chinese,Delhi
Dosai Bhavan,3.6,20,150,"Indian,Chinese",Delhi
Ram ji Samose wala,3.3,100,150,Snacks,Delhi
Prince Chinese,3.3,100,300,Chinese,Delhi
PIZZA WORKSHOP,4.2,20,200,"Pizzas,Italian",Delhi
Slay Coffee,4.3,100,200,"Beverages,Desserts",Delhi
Sehgal Pastry Shop,4.3,100,200,"Bakery,Desserts",Delhi
Rooh Burger Cafe,3.8,100,200,"American,Beverages",Delhi
Pyaali restaurant,3.5,50,300,"North Indian,South Indian",Delhi
Burger Point,4.0,50,250,"Beverages,Snacks",Delhi
Wah Ji Wah,4.0,100,400,"North Indian,Mughlai",Delhi
Super Snacks( Krishna Nagar),3.9,1000,250,"North Indian,South Indian",Delhi
Champaran kitchen,3.8,50,300,"Indian,Seafood",Delhi
Gupta ji chole bhature,4.1,100,200,"Indian,North Indian",Delhi
Shri Ram Doodh Bhandaar,4.2,50,100,Beverages,Delhi
Chawla's Chicken Corner ( Geeta Colony),4.1,500,650,"North Indian,Mughlai",Delhi
The Good Bowl,4.4,100,400,"North Indian,Punjabi",Delhi
The Village cafe,4.2,100,400,"South Indian,Indian",Delhi
Play Pizza,3.7,50,400,"Pizzas,Pastas",Delhi
Rominus Pizza And Burger,3.7,500,150,"Pizzas,Italian",Delhi
Khana Khajana,4.3,50,300,"North Indian,Indian",Delhi
Singh Sahab Di hatti,3.3,20,500,North Indian,Delhi
The Brooklyn Creamery - Healthy Ice Cream,4.1,50,200,"Desserts,Ice Cream",Delhi
H.Rolls & shawarma,3.8,500,200,Snacks,Delhi
Nathu's Sweets,3.8,100,300,"Sweets,Bakery",Delhi
Yaara Da Chaska,3.9,20,350,"Mughlai,Indian",Delhi
Chaap Raja,3.9,50,300,"Biryani,Tandoor",Delhi
Giani,4.1,50,200,Ice Cream,Delhi
La Pino'z Pizza,3.8,1000,350,"Italian,Pizzas",Delhi
SHRI BALAJI AMRITSARI NAAN WALE,4.3,100,200,Indian,Delhi
Rollz Karvaan,4.6,20,300,"Snacks,Fast Food",Delhi
Chicken Paradise,3.8,50,300,"North Indian,Chinese",Delhi
"Kebabi Karvaan - Kebabs, Curries & Biryanis",3.7,20,400,"Kebabs,Mughlai",Delhi
GOLA SIZZLERS,3.5,50,800,"North Indian,Chinese",Delhi
Meraj Biryani,2.9,20,250,"Biryani,Mughlai",Delhi
Kings Kulfi,4.4,100,100,"Ice Cream,Desserts",Delhi
Sagar Ratna,4.3,100,600,"South Indian,North Indian",Delhi
Chawla's Take Away (Preet Vihar),4.3,500,500,"North Indian,Chinese",Delhi
PRIYANSHI SOUTH INDIAN FAST FOODPOINT,4.2,100,200,"South Indian,North Indian",Delhi
MOMO SHOMO,4.2,100,300,"Asian,Chinese",Delhi
grill out tandoor and fast food,3.2,20,350,"Tandoor,Chinese",Delhi
South Zone,3.7,50,300,"South Indian,North Indian",Delhi
Radhe Krishna Chole Bhature,4.1,50,150,North Indian,Delhi
THE KATHI ROLL COMPANY,3.7,20,400,Indian,Delhi
TROHO - East Dilli Story,3.6,20,200,"North Indian,Snacks",Delhi
The Chaap Factory,3.5,100,200,"North Indian,Snacks",Delhi
The Ruby Dhaba,3.4,500,400,North Indian,Delhi
NIC Natural Ice Creams,4.5,1000,120,"Ice Cream,Desserts",Delhi
Rupa Ice Cream Parlour & Pizza Corner,3.0,20,300,"Italian,Continental",Delhi
Punjabi Di Hutti,2.9,50,150,"North Indian,Indian",Delhi
Nagpal Di Hatti (Gandhi Nagar),4.2,500,200,North Indian,Delhi
Cake Room,3.2,20,250,"Fast Food,Bakery",Delhi
Sultan Dhabha,3.9,100,200,Indian,Delhi
Roll king,3.3,20,150,Fast Food,Delhi
Classic Ice Cream Parlour,4.4,500,300,"Ice Cream,Desserts",Delhi
Raja Cafe,4.4,20,200,"Indian,North Indian",Delhi
Burger Singh (Big Punjabi Burgers),4.0,500,300,"American,Fast Food",Delhi
Punjabi Hut,3.0,100,150,"Chinese,Tandoor",Delhi
Punjabi's Veg Grill ( jheel wale ),3.7,100,350,"North Indian,Tandoor",Delhi
Riyaz Biryani Corner,3.6,1000,450,"North Indian,Mughlai",Delhi
CAFE ORION,3.5,50,200,"Chinese,Continental",Delhi
HIRA SWEET LAL QUARTER,3.3,20,250,"Sweets,Snacks",Delhi
Sweet Truth - Cake and Desserts,4.2,50,450,"Ice Cream,Bakery",Delhi
The Pizza Nest,4.5,50,300,Pizzas,Delhi
Chickeera,3.7,50,500,"American,Mexican",Delhi
Kittuu fast food restaurant,4.1,20,250,Indian,Delhi
EATaliano-the gourmet pizzeria,3.9,50,350,"Pizzas,Continental",Delhi
Paranthewala,3.8,50,100,North Indian,Delhi
Italy Pizzeria,3.7,20,100,"Pizzas,Bakery",Delhi
Cafe Knight Riders,4.1,100,300,"Italian,Beverages",Delhi
Goyal Eating Point,3.5,20,250,North Indian,Delhi
Subway,4.0,100,350,"Fast Food,Salads",Delhi
The cakewell Bakery,4.3,500,400,"Bakery,Desserts",Delhi
The Biryani Life,4.0,100,250,"Biryani,Hyderabadi",Delhi
Breakfast Point,4.2,20,150,Indian,Delhi
Giani Ice cream,3.8,50,200,Desserts,Delhi
SINGH AND KAUR KITCHEN,2.2,20,100,"Indian,North Indian",Delhi
Oven Story Pizza,3.7,500,400,"Pizzas,Italian",Delhi
Bhappe Di Hatti,4.1,100,300,North Indian,Delhi
Jeet Restaurant,3.7,500,350,"North Indian,Chinese",Delhi
IF PIZZA,4.3,50,200,"Pizzas,Continental",Delhi
36 China Town,3.0,20,150,"Chinese,Snacks",Delhi
Mr. Brown,4.1,100,300,Beverages,Delhi
NH1 Bowls - Highway To North,3.7,20,250,"North Indian,Punjabi",Delhi
Itminaan Biryani - Dum Pukht,4.0,20,250,"Biryani,North Indian",Delhi
Chinese Chaska,2.9,100,150,"Chinese,North Indian",Delhi
BOX8 - Desi Meals,4.0,50,250,"North Indian,Biryani",Delhi
Super Snacks,4.1,1000,250,"North Indian,Chinese",Delhi
Panna sweets & Restaurant,3.5,20,300,"Chinese,Indian",Delhi
Bobby Tikki Wala,4.0,100,400,Fast Food,Delhi
MOMO MASTER,4.3,20,200,Chinese,Delhi
Fitchef,3.9,100,400,"Healthy Food,Salads",Delhi
Punjabi Tikka Junction,3.9,50,300,"North Indian,Punjabi",Delhi
Make My Thali by Punjabi Tadka,3.6,500,200,"North Indian,Chinese",Delhi
Goli Vada Pav No .1,4.1,20,100,"Maharashtrian,North Indian",Delhi
The 2nd Wife,3.8,20,180,North Indian,Delhi
Flavour of Southvala,4.3,100,500,"Chinese,South Indian",Delhi
The Salt Cafe,4.3,100,1000,"North Indian,Chinese",Delhi
Ramesh Vaishno Dhaba (Geeta Colony),4.2,100,200,Indian,Delhi
The Yellow Chilli,3.9,20,500,"North Indian,Mughlai",Delhi
Kuremal Mahavir Prasad Kulfi Wale - Kuremal Kulfi,3.7,20,200,Ice Cream,Delhi
GANNU'S SHAKES AND SNACKS,4.4,20,200,"Snacks,Beverages",Delhi
Ramesh Vaishno Dhaba(Jheel),4.1,20,200,Indian,Delhi
Breakfast Hut (Amritsari Kulcha),3.8,100,150,"North Indian,Snacks",Delhi
Gupta Tiffin Services,4.0,100,200,"North Indian,Indian",Delhi
Mandarin Oak- The Heavenly Chinese,4.1,100,350,"Chinese,Asian",Delhi
DESI PUNJABI RASOI,4.0,100,250,"Chinese,North Indian",Delhi
The waffle co.,4.4,100,220,"Desserts,Fast Food",Delhi
Abhis Kitchen57,4.6,20,150,"Indian,Chinese",Delhi
Lotan Ji Chole Wale,3.4,50,100,North Indian,Delhi
Jhakkas Bombay Pav Bhaji,3.9,1000,150,"Maharashtrian,Street Food",Delhi
Uncle Jack's,3.8,50,400,Indian,Delhi
Wonder Bao,3.6,20,800,"Pan Asian,Asian",Delhi
Soya Chaap House,4.6,20,250,"North Indian,Indian",Delhi
Sam Special All Chinese Food,3.5,50,250,"Chinese,Italian",Delhi
Teo,5.0,20,400,"North Indian,Oriental",Delhi
Currynama by Seven Seas,4.0,100,600,"North Indian,Mughlai",Delhi
Kwality Walls Frozen Dessert and Ice Cream Shop,4.7,100,100,"Ice Cream,Desserts",Delhi
McDonald's,4.1,1000,400,American,Delhi
Star Cafeteria,3.1,20,300,"Chinese,Indian",Delhi
Starbucks Coffee,4.1,100,400,"Beverages,Ice Cream",Delhi
Breads and Moulds,4.4,20,350,"Bakery,Snacks",Delhi
Curries N More,3.7,20,400,"North Indian,Mughlai",Delhi
Chinese CHILL POINT,3.8,100,250,Chinese,Delhi
Big Yellow Door,3.6,100,400,"American,Beverages",Delhi
Nomad Pizza- Traveller Series,4.2,100,850,"Pizzas,Italian",Delhi
Zaochi,3.7,20,350,"Chinese,Asian",Delhi
Gupta sweets and Namkeen,4.1,100,150,"North Indian,Sweets",Delhi
FAKIRA'S FRESH FOOD,4.3,20,300,Indian,Delhi
Biryani Zaika,5.0,20,250,"Biryani,North Indian",Delhi
La Pino'z Pizza,4.1,100,300,"Pizzas,Fast Food",Delhi
The Fresh Press,4.2,100,300,"Beverages,Juices",Delhi
"AKIRO- Dimsums, Sushi & More",3.7,20,400,"Sushi,Asian",Delhi
Delhi-6 Food Junction,3.7,500,500,"North Indian,Mughlai",Delhi
Theobroma,4.5,100,800,"Desserts,Bakery",Delhi
34 Chowringhee Lane,3.2,20,200,Chinese,Delhi
Nirula's,3.9,50,300,"Pizzas,Pastas",Delhi
Bakerz Lodge,3.5,20,500,"Bakery,Desserts",Delhi
Wok in the Clouds,4.4,20,1500,"North Indian,Chinese",Delhi
Third Wave Coffee,4.0,100,400,"Beverages,Desserts",Delhi
Sura Vie,4.1,20,800,"North Indian,Mughlai",Delhi
Dimsum Vs Sushi,4.0,50,1100,"Japanese,Pan Asian",Delhi
Burger King,4.3,100,350,American,Delhi
Subway,4.1,100,350,"Salads,Snacks",Delhi
The Pizza Dough,3.3,20,200,"Continental,American",Delhi
Blue Water Grille,4.1,50,500,"Chinese,Indian",Delhi
Khalsa since 1973,4.1,100,450,"North Indian,Mughlai",Delhi
CHOOLAH (PURE VEG),3.7,20,200,"North Indian,Mughlai",Delhi
Ludhiana's Baba Chicken,3.9,50,400,"North Indian,Mughlai",Delhi
MrQuilo,4.7,20,250,"Punjabi,Mughlai",Delhi
Blue Tokai Coffee Roasters,4.4,100,500,"Beverages,Desserts",Delhi
Kalaunji By Sticky Rice,3.7,20,800,"North Indian,Mughlai",Delhi
Indi Fork,4.4,50,500,North Indian,Delhi
Sticky Rice,4.1,100,1000,"Pan Asian,Asian",Delhi
BBQ Express by The Barbeque Company,4.0,20,350,"North Indian,Chinese",Delhi
Gopal Kachori Wala,3.8,100,200,"North Indian,Snacks",Delhi
The Backyard,3.8,50,1500,"Italian,European",Delhi
Baskin Robbins,3.8,50,250,"Desserts,Ice Cream",Delhi
Soo Yung By The Backyard,4.2,50,1200,Pan Asian,Delhi
Brown Sugar,3.8,100,600,"American,Continental",Delhi
THE DINEROOM,4.2,20,450,"North Indian,Chinese",Delhi
Gupta Chat Corner,3.9,1000,150,"North Indian,Snacks",Delhi
Mirza,3.7,100,250,"North Indian,Mughlai",Delhi
Tikka Junction (Punjabi Bagh),3.4,100,400,"Mughlai,Indian",Delhi
Everest Momos & Chinese Fast Food,3.9,50,200,Chinese,Delhi
COCOBERRY,4.3,20,200,"Ice Cream,Desserts",Delhi
Food Plaza,4.1,50,300,"Chinese,Snacks",Delhi
Dashi - Dimsum & Sushi Bar,4.2,100,1000,"Japanese,Chinese",Delhi
Giani,4.2,100,300,"Ice Cream,Desserts",Delhi
Royal Chef,3.0,20,250,"North Indian,Tandoor",Delhi
Alkakori Alkauser,3.8,100,400,"Mughlai,North Indian",Delhi
Currchi,4.0,100,400,"North Indian,Chinese",Delhi
The Tummy Section,4.2,100,250,"Pizzas,Fast Food",Delhi
Bikanervala,4.0,500,300,"North Indian,Snacks",Delhi
Chill Point cakes & snacks,3.8,20,200,"Bakery,Chinese",Delhi
Thali Delight,4.4,20,250,Thalis,Delhi
Chaap junction,4.8,20,250,North Indian,Delhi
Nando's,4.2,100,450,"Portuguese,African",Delhi
PJs Italian Kneads,4.4,20,500,Italian,Delhi
Pishoriya Da Dhaba,3.0,20,200,North Indian,Delhi
Aioli Bistro,4.0,100,1000,"Continental,Italian",Delhi
Domino's Pizza,4.2,100,400,Pizzas,Delhi
PAPAJII & SONS (PUNJABI BAGH),3.5,20,250,"Indian,Chinese",Delhi
Sardar-Ji-Bakhsh Coffee & Co,4.2,20,400,"Beverages,Desserts",Delhi
Shahi Kebab,5.0,20,250,"Snacks,Biryani",Delhi
Everbake,4.1,1000,500,"North Indian,Snacks",Delhi
Pizza Hut,3.7,100,350,Pizzas,Delhi
The Burger Club,4.1,500,250,"Fast Food,American",Delhi
Qureshi Kabab Corner (Old Delhi Original),3.9,100,350,"Kebabs,Mughlai",Delhi
Costa Grillz,4.1,20,400,"Chinese,Fast Food",Delhi
Taufiq Express,3.7,20,500,"Biryani,Indian",Delhi
Nazeer Foods,3.9,50,400,"North Indian,Biryani",Delhi
Al Yamin,3.9,100,300,"Mughlai,Biryani",Delhi
Crispers,3.9,20,300,Fast Food,Delhi
The Yellow Bowl,4.0,20,300,"Chinese,Snacks",Delhi
Al Jawahar Restaurant (Jama Masjid),3.6,100,400,"Mughlai,North Indian",Delhi
Suvidha Vegetarian (Old Delhi Original),4.5,100,300,Indian,Delhi
Akash Deep,4.0,100,250,"North Indian,South Indian",Delhi
Jung Bahadur Kachori Wala (Old Delhi Original),4.4,20,100,Snacks,Delhi
Mehtas (Old Delhi Original),4.3,50,150,"Street Food,Desserts",Delhi
