name,rating,rating_count,cost,cuisine,city
BIRYANI MARTABAANI,4.3,50,400,"Biryani,North Indian",Chandigarh
Kerala Kitchen,3.8,20,200,"Kerala,South Indian",Chandigarh
BROWN BAKING COMPANY,4.5,50,200,"Bakery,Desserts",Chandigarh
Jamie Oliver's Diner,4.0,20,400,"American,Snacks",Chandigarh
Biryani Blues,4.1,100,400,"Biryani,North Indian",Chandigarh
Food Night Factory,2.1,50,250,"Chinese,North Indian",Chandigarh
Superyum,3.8,20,250,American,Chandigarh
Kylin Experience,4.3,50,1000,"Chinese,Thai",Chandigarh
Captain Sam's Pizza,3.5,1000,300,"Pizzas,Italian",Chandigarh
Burger Bay,1.5,20,200,"American,Mexican",Chandigarh
Kala Dhaba,3.6,100,200,"North Indian,Beverages",Chandigarh
Kirman Kitchen,3.9,500,200,"North Indian,Chinese",Chandigarh
Biryani Experts,3.2,20,250,"Biryani,Indian",Chandigarh
Midnight Local,1.8,20,250,"North Indian,Chinese",Chandigarh
DND - Daily Nutritional Diet,3.3,50,500,Healthy Food,Chandigarh
Mezbaan Rasoi,3.3,100,150,"North Indian,Biryani",Chandigarh
Home Diners,3.9,1000,300,"North Indian,Continental",Chandigarh
Homely By Dr. Diet,4.0,50,300,"North Indian,Chinese",Chandigarh
Olive Meals,3.2,20,250,"North Indian,Chinese",Chandigarh
Pakka Tandoor,3.9,100,300,"North Indian,Chinese",Chandigarh
Pandit G Kachori Wale,4.3,20,250,"Snacks,Beverages",Chandigarh
Amritsari Dhaba,3.7,20,300,North Indian,Chandigarh
Chicago Pizza,2.9,20,500,Pizzas,Chandigarh
Punjabi Vaishna Dhaba,3.4,100,150,"North Indian,Thalis",Chandigarh
JnJ's,3.7,1000,250,"North Indian,Continental",Chandigarh
Express By AB s,4.0,20,400,"Indian,Kebabs",Chandigarh
New Panna Sweets,4.1,1000,200,"North Indian,Sweets",Chandigarh
Chick Blast,3.8,100,300,"American,Desserts",Chandigarh
Pizza Hut,3.7,100,350,Pizzas,Chandigarh
Rasraj,3.9,100,400,"Desserts,North Indian",Chandrapur
RASRAJ SWEETS & CAKES,3.9,20,300,"Sweets,North Indian",Chandrapur
govind enterprises (kutchking),4.4,20,100,"Pizzas,Beverages",Chandrapur
HOTEL MH 34 Biryani Center,3.0,50,200,Biryani,Chandrapur
Trimurti Restaurant,3.2,20,100,"Snacks,Sweets",Chandrapur
Hotel Siddharth,3.5,20,500,"North Indian,Chinese",Chandrapur
Hotel palace,3.7,50,300,"Biryani,Chinese",Chandrapur
NEW BARTANIYA HOTEL,3.6,50,150,Biryani,Chandrapur
Kathi  Junction,3.5,20,150,"Indian,Fast Food",Chandrapur
Veg Junction,3.6,20,300,"North Indian,Chinese",Chandrapur
Cosmos pizza,3.7,20,100,"Continental,Desserts",Chandrapur
Morsels restaurants,3.5,20,300,"Chinese,Indian",Chandrapur
Saha Restaurant,3.1,20,300,"North Indian,Biryani",Chandrapur
ND BAKERS,3.8,20,200,Bakery,Chandrapur
RASOI the KITCHEN,3.9,20,200,"Indian,North Indian",Chandrapur
Haldiram's Planet Food,3.8,50,250,"Indian,South Indian",Chandrapur
PAHALS KITCHEN,2.8,20,200,"Pizzas,Snacks",Chandrapur
the ND hotel,3.4,20,200,"Beverages,Biryani",Chandrapur
Haldirams Sweets & Namkeen,4.6,20,300,Sweets,Chandrapur
Domino's Pizza,4.6,20,400,Pizzas,Chandrapur
Matka The Pot  Kitchen,3.4,20,300,"Biryani,Kebabs",Chandrapur
friends chinese center,3.9,50,100,Chinese,Chandrapur
Hotel chandrodaya,3.2,20,200,"Biryani,Indian",Chandrapur
Lazeez Chinese point,2.5,20,200,Chinese,Chandrapur
Sajan chinese,3.4,50,100,Chinese,Chandrapur
R.J.Chinese Centre,3.3,20,200,Chinese,Chandrapur
Chicking,3.8,100,399,"Snacks,Grill",Changanassery
Hotel Vani,4.0,100,300,"Biryani,Arabian",Changanassery
Kanthari Restaurant,4.2,50,300,"North Indian,Chinese",Changanassery
Bar-B-Que Inn,4.0,100,300,"Chinese,Biryani",Changanassery
AI Baik Family Restaurant,3.9,20,300,"North Indian,Snacks",Changanassery
Burger Lounge,4.1,20,300,"American,Fast Food",Changanassery
Grill Haus,4.3,20,250,"Barbecue,Arabian",Changanassery
Jessy Bakers & Restaurant,4.2,20,150,"Arabian,Beverages",Changanassery
KFC,3.9,20,400,"American,Snacks",Changanassery
Taste Magiq,3.8,20,300,"Indian,Beverages",Changanassery
Falooda Nation,4.3,50,200,"Juices,Desserts",Changanassery
AL RAZI,4.2,100,350,"Biryani,Indian",Changanassery
Aramana Restaurant,3.9,20,300,"North Indian,Chinese",Changanassery
Aryaas Park,4.3,100,200,"South Indian,North Indian",Changanassery
India Coffee House,3.7,100,200,"Biryani,South Indian",Changanassery
Aaramam,3.9,500,200,"Indian,South Indian",Changanassery
Kismat Biriyani,4.2,20,450,Biryani,Changanassery
Jolly's Kitchen,3.9,20,400,"Indian,Kerala",Changanassery
The Spicy Kitchen,3.5,50,200,"Biryani,South Indian",Changanassery
Nadan Thattukada,3.8,20,200,"South Indian,Indian",Changanassery
Rasam Family Restaurant,3.8,20,250,"South Indian,Indian",Changanassery
MUMBAI STREETS,3.5,20,200,"Snacks,Beverages",Changanassery
AMMACHIS HOMELY FOOD,3.8,100,300,"Chinese,Indian",Changanassery
The Beirut Blends,4.0,100,200,"Arabian,Barbecue",Changanassery
Hotel Ashok International,3.8,20,300,"Indian,Chinese",Changanassery
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",4.2,100,250,"Beverages,Desserts",Changanassery
Joecees Bakers,4.1,50,400,"Bakery,Fast Food",Changanassery
Hotel Ullas,3.9,100,200,"Kerala,South Indian",Changanassery
Star Tea & Snacks [Bombay Street Food],4.3,50,150,Indian,Changanassery
Drunken Monkey,4.0,50,350,"Healthy Food,Juices",Changanassery
SRG,3.7,500,150,"Biryani,South Indian",Changanassery
The Belgian Waffle Co.,4.5,50,200,"Desserts,Beverages",Changanassery
Pizza Hut,3.7,100,350,Pizzas,Changanassery
Papa Louie's Pizzeria,3.8,50,200,"Pizzas,Pastas",Changanassery
J M Black Pepper,4.2,100,150,"South Indian,Arabian",Changanassery
ARABIAN BABA,3.5,20,300,"Arabian,Fast Food",Changanassery
CLUB 7 - Phosphorus Multi Cuisine Restaurant,4.1,100,300,"Biryani,South Indian",Changanassery
Way 2 Sub,4.3,100,200,"Fast Food,Ice Cream",Changanassery
Marks Cafe,3.7,20,200,Beverages,Changanassery
Pappa's,4.0,20,400,"American,Pizzas",Changanassery
Arcadia Food Court,4.3,50,400,"North Indian,Chinese",Changanassery
Maa Hotel,4.2,20,200,Indian,Changanassery
Sweetie Casa Cake Shop,4.2,50,400,Bakery,Changanassery
Calicut Bakes,4.2,20,200,"Biryani,Indian",Changanassery
K R BAKES,4.5,20,200,"Bakery,South Indian",Changanassery
Cee Yeem Grill and BBQ,3.7,50,300,"Arabian,Barbecue",Changanassery
Town Bakery,3.7,50,150,"Bakery,Snacks",Changanassery
Best Bakers,3.8,100,300,"Arabian,Beverages",Chengannur
Zwarma,4.1,100,200,Arabian,Chengannur
Kismat Biriyani,4.1,50,300,Biryani,Chengannur
Prince Restaurant,3.4,20,150,"Chinese,South Indian",Chengannur
Oonu House (Monaiyude Kada),4.1,100,200,"Indian,Seafood",Chengannur
Shack Iba Cafe,3.8,50,200,"Arabian,Beverages",Chengannur
Valliachans Family Restaurant,3.9,100,200,"Indian,Arabian",Chengannur
Johns Restaurant,4.1,20,200,"Arabian,Indian",Chengannur
Malabar Fresh Haute Cuisine,4.1,1000,200,"Arabian,Beverages",Chengannur
Priya Hotels,3.9,100,200,"Arabian,Chinese",Chengannur
Kudavayaran Kitchen,4.2,100,199,"South Indian,Kerala",Chengannur
The Smoky Shack,4.4,50,250,"Beverages,Fast Food",Chengannur
Royal Bakers and Cafe,4.3,100,200,Continental,Chengannur
Safa Cakes And Food Court,3.9,50,300,"Indian,Chinese",Chengannur
Frankztreat,4.0,100,200,"Continental,Chinese",Chengannur
Buddies Bakers,4.2,20,250,Beverages,Chengannur
Amma's Kitchen,3.2,20,100,South Indian,Chengannur
FAB Multicuisine Restaurant,3.7,100,250,"Fast Food,Chinese",Chengannur
Thottathil Restauurant,3.9,20,200,"Chinese,South Indian",Chengannur
KFC,4.1,500,400,"American,Snacks",Chengannur
Kanthari Restaurant,4.1,100,200,"Indian,South Indian",Chengannur
Chicking,4.2,50,300,American,Chengannur
Hotel Navartna,4.1,50,350,"Arabian,Chinese",Chengannur
CAFE SQAURE,3.3,20,200,"North Indian,Indian",Chengannur
Biriyani chowk,4.1,100,320,"Indian,Chinese",Chennai
LAKSHMI RESTAURANT,3.7,50,350,Indian,Chennai
1 Point 2 Devi Mess,2.9,100,250,South Indian,Chennai
FB Cakes Poonamallee,4.0,50,400,"Desserts,Bakery",Chennai
Subway,4.1,100,350,"Fast Food,Salads",Chennai
Zomoz - The Momo Company,4.3,100,250,"Tibetan,Chinese",Chennai
ARABIAN NIKKAH BRIYANI,3.3,100,400,Indian,Chennai
THALAPPAKATTU,3.5,50,300,"Biryani,Chinese",Chennai
Victuals,3.8,50,250,"Beverages,Chinese",Chennai
McDonald's,4.3,1000,400,"Burgers,Beverages",Chennai
Karaikkudi Chettinadu,3.5,100,200,"South Indian,Biryani",Chennai
Taj Thalapakattu Biriyani,4.0,500,300,Biryani,Chennai
Hot chaat and sweet items,3.8,100,200,Fast Food,Chennai
BEEF KABAB,3.6,100,200,"Chinese,Tandoor",Chennai
Santhi Bakery,4.1,50,300,Bakery,Chennai
Dindigul Thalappakatti,4.1,100,350,"Biryani,Barbecue",Chennai
Meat and Eat,4.2,50,300,"Indian,American",Chennai
ANNAPOORNA HOTELS AND CATERERS PURE VEG RESTAURANT,4.2,100,200,South Indian,Chennai
THOOTHUKUDI SET PAROTTA,4.1,100,150,"Indian,South Indian",Chennai
MALLIES RESTAURANT,3.6,20,300,Indian,Chennai
WOW PARATHA,3.8,50,300,Indian,Chennai
THANJAI VILAS,2.6,20,200,"Indian,South Indian",Chennai
Baskin Robbins,3.9,20,250,"Desserts,Ice Cream",Chennai
Taj Restaurant,3.9,500,400,"North Indian,Arabian",Chennai
Tosai Kattupakkam,3.7,50,250,"North Indian,South Indian",Chennai
SS Pandiyan Hotel,4.0,1000,200,"Biryani,South Indian",Chennai
The Biryani Life,3.6,50,250,"Biryani,Hyderabadi",Chennai
Sangeetha Veg Restaurant,4.4,1000,300,"South Indian,North Indian",Chennai
Cream and Fudge,4.4,100,150,"Ice Cream,Desserts",Chennai
Under 79,3.4,20,200,"Snacks,Chaat",Chennai
"Mcrennett (Thirumizhisai(M.H), Poonamallee)",3.9,20,300,Bakery,Chennai
Hotel Pandian,3.8,1000,200,"Biryani,Chinese",Chennai
LunchBox - Meals and Thalis,4.2,500,200,"North Indian,Punjabi",Chennai
UDIPI SRI ADHINATHAA BHAVAN,4.2,100,249,"Indonesian,Juices",Chennai
Madurai Kannappar Chettinadu Restaurant,3.6,100,400,"Biryani,Chettinad",Chennai
Aksheyy Bhavan,3.9,1000,200,South Indian,Chennai
Paradise Biryani,3.9,1000,400,"Biryani,Kebabs",Chennai
Hotel Chaithraa,4.0,100,250,"North Indian,South Indian",Chennai
The Red Box,4.0,500,400,Chinese,Chennai
Madurai Pandian Hotel,3.8,100,400,"South Indian,Chinese",Chennai
Aachi Chettinadu,3.2,20,300,Indian,Chennai
AL-ASDA BIRYANI CENTRE,3.8,50,200,"Biryani,Chinese",Chennai
Hot chaat and sweet,3.7,100,120,Chaat,Chennai
UDIPI SRI DURGA BHAVAN,4.3,1000,300,South Indian,Chennai
Kovai Pazhamudir Nilayam,4.6,100,90,"Chinese,Indian",Chennai
KFC,4.0,500,400,"American,Snacks",Chennai
Hotel White,3.6,50,499,"North Indian,South Indian",Chennai
Hotel Karaikudi chettinadu,3.5,20,300,"South Indian,Chinese",Chennai
HOTEL PONNIS GRAND INN,4.3,50,500,"Biryani,Chinese",Chennai
The Good Bowl,4.1,100,400,"North Indian,Punjabi",Chennai
Domino's Pizza,4.3,100,400,Pizzas,Chennai
Cake Waves,4.6,50,500,Desserts,Chennai
Pizza Hut,3.8,500,400,Pizzas,Chennai
Mad Over Donuts,3.7,50,200,"Desserts,Sweets",Chennai
Behrouz Biryani,4.1,100,500,"Biryani,Mughlai",Chennai
Faasos - Wraps & Rolls,4.1,500,200,"Fast Food,Snacks",Chennai
Hotel Sooryas,4.0,100,250,"Indian,South Indian",Chennai
Shwarma House,3.7,20,199,"Arabian,Beverages",Chennai
Vaigai Hotel,3.8,50,150,"South Indian,Biryani",Chennai
Sweet Truth - Cake and Desserts,4.3,100,450,"Bakery,Desserts",Chennai
Kwality Walls Frozen Dessert and Ice Cream Shop,4.7,50,300,"Desserts,Ice Cream",Chennai
Burma atho kadai,4.1,100,200,Burmese,Chennai
Hotel New Sangamam,4.0,100,313,"South Indian,Indian",Chennai
Navaladi Kongunadu Restaurant,3.7,100,300,South Indian,Chennai
AMEEN RESTAURANT,4.0,100,200,Indian,Chennai
Emirates Juice Bar,3.9,100,250,North Indian,Chennai
mylapore filter coffee,3.3,20,100,"Beverages,Fast Food",Chennai
Hotel Sri Devi Durga Bhavan,4.1,100,200,"Chinese,Indian",Chennai
SHARING SPOON CONTAINER KITCHEN,3.4,50,400,Indian,Chennai
Fayaz Juice Center,4.0,100,150,Beverages,Chennai
Five Star,4.0,50,150,Indian,Chennai
HOTEL ELUMALAYAN,3.8,20,200,South Indian,Chennai
HOTEL SS PANDIAN,4.0,100,200,Indian,Chennai
SRI KRISHNA SWEETS AND BAKERY,4.3,100,200,"Bakery,Ice Cream",Chennai
Anjappar,4.0,500,600,"Chettinad,South Indian",Chennai
Under 99,4.0,20,200,"Snacks,Beverages",Chennai
Hot Chat and sweet,3.6,20,120,"Chaat,Snacks",Chennai
Hotel Sakas,3.9,100,150,"Indian,Chinese",Chennai
Al Taj Family Restaurant,4.1,500,350,"Chinese,Arabian",Chennai
KUZHAMBU KADAI,3.8,100,200,South Indian,Chennai
Sri Motel Highway Jains,4.4,500,250,"North Indian,South Indian",Chennai
Zaitoon,4.3,5000,500,"Biryani,Arabian",Chennai
Malabar Camboose,4.1,100,250,Kerala,Chennai
Baskin Robbins,4.2,50,300,"Ice Cream,Desserts",Chennai
Madurai Sri Devar Hotel,3.5,100,200,"Biryani,Chinese",Chennai
Tosai,4.1,100,250,South Indian,Chennai
Ambur Royal Biriyani,4.0,500,300,Biryani,Chennai
BAI KADAI BEEF,3.6,20,300,"Indian,Chinese",Chennai
Sweet Truth - Cake and Desserts,4.3,100,450,"Bakery,Desserts",Chennai
South chef,2.9,50,400,"South Indian,Arabian",Chennai
Yaa Mohaideen Biryani,3.8,100,600,Biryani,Chennai
Tibbs Frankie,4.0,100,150,Street Food,Chennai
Shree Swastik Bhavan,3.2,20,200,"Chinese,South Indian",Chennai
Gem Restaurant,4.1,1000,400,"Arabian,Chinese",Chennai
Time Pass,3.8,100,200,"Chaat,North Indian",Chennai
MOIDEEN KOYA MULTICUISINE RESTAURANT,4.1,20,200,"Indian,Biryani",Chennai
FB Cakes Navalur,4.2,20,200,Bakery,Chennai
Paradise Biryani,4.0,1000,400,"Biryani,Kebabs",Chennai
House of Hyderabadi Biryani,4.0,100,250,"Andhra,Biryani",Chennai
EXPRESS BY AB'S,3.1,100,400,"Barbecue,Biryani",Chennai
750 Ml Juice Point,2.8,20,200,Beverages,Chennai
THE BARBEQUE BUSTER,4.1,20,250,"North Indian,Tandoor",Chennai
OMR Kitchen - Fairfield By Marriott,3.8,20,1200,"Indian,Continental",Chennai
New Chennai Durbar,4.0,100,350,"North Indian,South Indian",Chennai
Pure Veg Meals by Lunchbox,3.8,50,200,"North Indian,Desserts",Chennai
Chennai Annapoorna,4.3,1000,200,South Indian,Chennai
Maggi Story,4.0,20,300,Beverages,Chennai
Domino's Pizza,4.1,100,400,Pizzas,Chennai
Doon Bakers,4.5,20,300,"Bakery,Desserts",Chennai
BBQ Ride India @ OMR Food Street,4.6,20,200,"Grill,Indian",Chennai
Kwality Walls Frozen Dessert and Ice Cream Shop,4.5,20,280,Ice Cream,Chennai
Ab's-Absolute barbecues,3.2,50,400,"Indian,Sweets",Chennai
KFC,3.8,500,400,"American,Snacks",Chennai
Potlam Biryani Vantillu,4.0,100,400,"Biryani,Desserts",Chennai
Spice It - IBIS Hotel,4.4,50,400,"Asian,Continental",Chennai
Asli Mumbai Chaat,4.3,100,150,Fast Food,Chennai
SALT N PEPPER,3.8,20,200,Indian,Chennai
MOFFLELOFF,3.0,20,199,"Fast Food,Beverages",Chennai
NI FOODS AND DIET,4.9,20,300,"Healthy Food,Indian",Chennai
Knight Owl,3.7,100,250,"Chinese,Biryani",Chennai
HYDERABADI BHAI BIRYANI,4.1,20,250,"Biryani,Indian",Chennai
Madurai Famous Jigarthanda,4.1,20,120,Juices,Chennai
Green Onion & Deat Restaurant,3.3,20,300,"South Indian,Indian",Chennai
The red box,4.0,100,400,Chinese,Chennai
The Biryani Life,3.6,50,250,"Biryani,Hyderabadi",Chennai
A2B Veg,4.3,1000,300,"South Indian,North Indian",Chennai
Wow! Momo,4.2,100,300,"Tibetan,Healthy Food",Chennai
AMMA AAPPA KADAI,4.5,20,200,South Indian,Chennai
Roll Baby Roll,4.2,100,250,Indian,Chennai
Behrouz Biryani,4.1,100,500,"Biryani,Mughlai",Chennai
The Wedding Biryani,3.9,100,600,"Biryani,Snacks",Chennai
Ritika Bhavan,3.8,100,200,"North Indian,Chinese",Chennai
BUHARI HOTEL,3.5,20,300,"Indian,Chinese",Chennai
Punjabi Rasoi,3.5,100,700,"Chinese,North Indian",Chennai
BISMI NELLAI PAROTTA KADAI,3.8,20,300,"South Indian,Chinese",Chennai
BeefGasm,3.8,50,300,"North Indian,Snacks",Chennai
House of Biriyani,4.0,20,300,"Biryani,Chinese",Chennai
BURGER MOUNT,3.4,20,199,"Fast Food,Combo",Chennai
New Andhra Ruchulu,4.1,100,300,"Biryani,Andhra",Chennai
Burma Square,4.0,100,200,Chinese,Chennai
Subway,4.2,500,350,"Salads,Snacks",Chennai
Envee,4.0,50,400,Arabian,Chennai
Combo Night,4.3,20,250,"Indian,Chinese",Chennai
HOT WINGS,2.9,20,149,"Arabian,Fast Food",Chennai
Zia Malaysian Parotta City,3.2,20,300,Indian,Chennai
Madurai Sri Devar Mess,3.4,100,200,"South Indian,Chettinad",Chennai
Ambur Star Briyani,4.1,500,500,Biryani,Chennai
Oven Story Pizza,3.9,500,400,"Pizzas,Italian",Chennai
Max Between Breads,3.8,50,500,Beverages,Chennai
Ibaco,4.5,100,800,"Desserts,Ice Cream",Chennai
Sulthan's,4.0,100,300,Biryani,Chennai
Chai wheelers,3.0,20,150,"Beverages,Snacks",Chennai
The Brooklyn Creamery - Healthy Ice Cream,4.3,20,200,"Desserts,Ice Cream",Chennai
The Noodle House,3.8,50,300,Chinese,Chennai
Kumbakonam Filter Coffee,4.5,100,200,"Beverages,Combo",Chennai
Chai Galli,4.2,100,200,"North Indian,Italian",Chennai
LunchBox - Meals and Thalis,4.0,100,200,"North Indian,Punjabi",Chennai
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",4.3,100,250,"Beverages,Desserts",Chennai
Cool Coco Day,4.0,100,200,Indian,Chennai
Firangi Bake,4.2,100,400,"Italian,Mexican",Chennai
Villagio,3.9,100,200,"Biryani,Andhra",Chennai
McDonald's,4.2,1000,400,"Burgers,Beverages",Chennai
PIZZA ZONE,3.5,20,200,"Pizzas,Beverages",Chennai
Mithaiwale,3.3,50,250,"Desserts,Snacks",Chennai
Ya Rahman Briyani,3.3,500,300,"Biryani,Fast Food",Chennai
The Cake Forest,3.6,100,100,"Bakery,Chaat",Chennai
Kasim Parotta World,4.2,20,300,"North Indian,Chinese",Chennai
Chai Truck,4.0,100,200,"Beverages,Chaat",Chennai
Dhanya Surabhi Restaurant,3.5,20,300,"North Indian,Chinese",Chennai
Rahman Biriyani,3.2,100,300,"South Indian,Biryani",Chennai
The Beef Speciality Cuisine,4.3,100,500,Biryani,Chennai
The Chinese Story,3.5,20,300,Chinese,Chennai
Robot Restaurant,4.1,20,800,"North Indian,Chinese",Chennai
McDonald's Gourmet Burger Collection,4.0,50,600,"Burgers,Beverages",Chennai
BOCS PIZZA,3.5,20,400,"Pizzas,Italian",Chennai
Hot Dosai,3.9,100,300,South Indian,Chennai
Coal Barbecues Express,3.4,100,1400,Chinese,Chennai
Clay Pot Multi-Cuisine Restaurant,3.4,50,400,Hyderabadi,Chennai
Starbucks Coffee,4.5,100,400,Beverages,Chennai
Cookie Man,4.1,20,200,"Desserts,Ice Cream",Chennai
CK's Bakery,4.3,20,250,"Bakery,Snacks",Chennai
MilkyWay,4.1,20,250,"Ice Cream,Desserts",Chennai
Dindigul Thalappakatti,3.8,100,650,"Biryani,Barbecue",Chennai
Burmese Kitchen,3.7,20,200,"Chinese,Burmese",Chennai
Coco punch,4.2,20,300,"Beverages,Desserts",Chennai
New supriya andhra restaurant,3.9,100,500,"South Indian,Biryani",Chennai
Divya Chettinad Hotel,3.8,100,200,South Indian,Chennai
The BVK Biryani (Bai Veetu Kalyanam),4.0,500,250,"Biryani,South Indian",Chennai
pizza park,3.3,50,249,Italian,Chennai
Moonlight Takeaway,3.6,500,250,"North Indian,Chinese",Chennai
Gem Exprezz,4.4,500,550,"Chinese,North Indian",Chennai
ORANGE WOK,4.1,500,500,"Chinese,Indian",Chennai
CAFE BOSTON,3.7,50,198,"Pastas,Salads",Chennai
Hyderabad Biryani,2.5,20,300,"Biryani,North Indian",Chennai
Biryani zone,3.0,20,350,"Biryani,North Indian",Chennai
Vaishno Thali,4.4,500,200,"North Indian,Indian",Chennai
SnacksTime Cafe,3.7,20,250,"Biryani,Snacks",Chennai
DESI TUMMMY,3.7,20,300,"Chinese,Indian",Chennai
Juice Berries,4.1,100,200,"Healthy Food,Juices",Chennai
Sree Gupta Bhavan,4.4,500,300,"North Indian,Sweets",Chennai
SS Briyani & Chilli pepper,3.9,20,300,"Biryani,Chinese",Chennai
The Belgian Waffle Co.,4.2,100,200,"Desserts,Beverages",Chennai
BOMBAYSTHAN,4.6,100,310,"Juices,Desserts",Chennai
The High Joint,4.6,50,450,Snacks,Chennai
Marc Ann Grill,3.5,20,300,"North Indian,Kebabs",Chennai
Ovenfresh - Pizzas and Cakes,3.7,20,200,"Bakery,Pizzas",Chennai
Little Paanai,3.8,100,200,"Biryani,Continental",Chennai
SNACKS AND MORE,4.2,20,140,"Chinese,Ice Cream",Chennai
Nandhana Palace,4.1,1000,500,"Biryani,Andhra",Chennai
RAKESH ANDHRA MESS,3.4,50,300,South Indian,Chennai
Chettinese,3.6,50,700,"Chinese,South Indian",Chennai
Mabrook Restaurant,3.3,100,250,"North Indian,Chinese",Chennai
Mumbai Kulfi,4.2,100,100,"Desserts,Beverages",Chennai
Le Shawarma,3.7,50,250,"Arabian,Chinese",Chennai
ARUSUVAI CAFE,4.3,500,200,"Indian,Chinese",Chennai
Virudhunagar Poricha Parotta Kadai,4.5,50,250,Indian,Chennai
Madras Coffee House,4.3,100,100,"Beverages,Snacks",Chennai
The Eatery - Four Points By Sheraton,3.8,50,1000,"North Indian,Asian",Chennai
Night Feast,3.8,50,200,"North Indian,Chinese",Chennai
Mr Foodie,3.0,50,300,"Fast Food,Beverages",Chennai
The Arab Station,4.1,100,250,Arabian,Chennai
Juisome,4.4,50,200,Beverages,Chennai
Cafe Coffee Day,4.0,50,300,"Beverages,Snacks",Chennai
Kafe24  Regenta Central  RS,3.7,20,1500,"Chinese,North Indian",Chennai
Ganga Sweets,4.3,500,250,Sweets,Chennai
MADRAS MILITARY HOTEL,4.0,20,800,"Biryani,South Indian",Chennai
Meat And Eat,3.8,100,250,Fast Food,Chennai
Geetham Veg restaurant,4.5,1000,250,"South Indian,Sweets",Chennai
Faasos - Wraps & Rolls,4.3,100,200,"Fast Food,Snacks",Chennai
99 Milkshake Factory,3.9,20,200,"Beverages,Indian",Chennai
SANDWICH MANIA,3.5,50,149,"Fast Food,Beverages",Chennai
Jove's Kitchen,4.5,20,200,"Chinese,Biryani",Chennai
ITTAVI,3.2,20,200,South Indian,Chennai
Coco Island,4.5,100,200,"Juices,Desserts",Chennai
Fresh Baked Goodness,4.7,500,250,Bakery,Chennai
Nithya Amirtham,4.4,5000,200,"South Indian,Sweets",Chennai
Kwality Walls Frozen Dessert and Ice Cream Shop,4.7,20,300,"Ice Cream,Desserts",Chennai
The Table,4.4,20,350,Desserts,Chennai
Flipped By Cassandra,3.8,20,200,Desserts,Chennai
ARUMUGAM IDLY KADAI,3.9,20,20,South Indian,Chennai
Rayar's Mess,4.6,500,100,"South Indian,Indian",Chennai
Hotel Marina Park,3.6,50,400,"Indian,Biryani",Chennai
Grill Box,4.1,100,600,"Tandoor,North Indian",Chennai
CITY SQUARE CAFETERIA,3.5,20,280,"Fast Food,Desserts",Chennai
Pizza Hut,4.1,500,400,Pizzas,Chennai
Viswanathan Chettinadu Hotel,4.2,100,200,South Indian,Chennai
Tulsi Foods,4.3,100,400,North Indian,Chennai
Baker's Cafe,4.4,100,300,"Bakery,Fast Food",Chennai
Anjappar,4.0,100,600,"Chettinad,South Indian",Chennai
Bread Boutique by Brew Room,4.4,100,300,"Bakery,Desserts",Chennai
Sweet Truth - Cake and Desserts,4.2,50,450,"Bakery,Desserts",Chennai
Vani Shankar's Kitchen,4.3,100,300,"South Indian,Jain",Chennai
